-------------  TOF INSERTIONS  -------------
--- 0 READS          |          1 WRITES 
--- 3 READS          |          47 WRITES 
--- 5 READS          |          31 WRITES 
--- 4 READS          |          43 WRITES 
--- 5 READS          |          35 WRITES 
--- 4 READS          |          33 WRITES 
--- 5 READS          |          7 WRITES 
--- 5 READS          |          7 WRITES 
--- 3 READS          |          67 WRITES 
--- 3 READS          |          29 WRITES 
--- 3 READS          |          29 WRITES 
--- 5 READS          |          7 WRITES 
--- 4 READS          |          71 WRITES 
--- 5 READS          |          51 WRITES 
--- 6 READS          |          21 WRITES 
--- 5 READS          |          3 WRITES 
--- 3 READS          |          9 WRITES 
--- 6 READS          |          21 WRITES 
--- 6 READS          |          21 WRITES 
--- 6 READS          |          39 WRITES 
--- 5 READS          |          41 WRITES 
--- 4 READS          |          63 WRITES 
--- 4 READS          |          71 WRITES 
--- 4 READS          |          25 WRITES 
--- 5 READS          |          65 WRITES 
--- 3 READS          |          47 WRITES 
--- 6 READS          |          21 WRITES 
--- 2 READS          |          57 WRITES 
--- 3 READS          |          29 WRITES 
--- 5 READS          |          61 WRITES 
--- 5 READS          |          3 WRITES 
--- 5 READS          |          3 WRITES 
--- 5 READS          |          17 WRITES 
--- 5 READS          |          23 WRITES 
--- 2 READS          |          19 WRITES 
--- 6 READS          |          1 WRITES 
--- 6 READS          |          21 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          49 WRITES 
--- 5 READS          |          45 WRITES 
--- 5 READS          |          24 WRITES 
--- 4 READS          |          5 WRITES 
--- 1 READS          |          39 WRITES 
--- 4 READS          |          73 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          53 WRITES 
--- 5 READS          |          57 WRITES 
--- 5 READS          |          27 WRITES 
--- 5 READS          |          43 WRITES 
--- 5 READS          |          17 WRITES 
--- 6 READS          |          21 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          43 WRITES 
--- 4 READS          |          73 WRITES 
--- 4 READS          |          45 WRITES 
--- 4 READS          |          65 WRITES 
--- 5 READS          |          63 WRITES 
--- 4 READS          |          25 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          69 WRITES 
--- 5 READS          |          47 WRITES 
--- 6 READS          |          61 WRITES 
--- 5 READS          |          67 WRITES 
--- 5 READS          |          75 WRITES 
--- 4 READS          |          73 WRITES 
--- 5 READS          |          27 WRITES 
--- 2 READS          |          59 WRITES 
--- 4 READS          |          25 WRITES 
--- 5 READS          |          63 WRITES 
--- 3 READS          |          49 WRITES 
--- 4 READS          |          55 WRITES 
--- 5 READS          |          33 WRITES 
--- 4 READS          |          35 WRITES 
--- 5 READS          |          37 WRITES 
--- 5 READS          |          27 WRITES 
--- 5 READS          |          43 WRITES 
--- 4 READS          |          25 WRITES 
--- 5 READS          |          75 WRITES 
--- 5 READS          |          47 WRITES 
--- 4 READS          |          25 WRITES 
--- 5 READS          |          13 WRITES 
--- 5 READS          |          47 WRITES 
--- 6 READS          |          11 WRITES 
--- 4 READS          |          15 WRITES 
--- 5 READS          |          71 WRITES 
--- 2 READS          |          19 WRITES 
--- 4 READS          |          73 WRITES 
--- 4 READS          |          55 WRITES 
--- 5 READS          |          37 WRITES 
--- 3 READS          |          29 WRITES 
--- 5 READS          |          63 WRITES 
--- 4 READS          |          15 WRITES 
--- 5 READS          |          53 WRITES 
--- 6 READS          |          31 WRITES 
--- 3 READS          |          29 WRITES 
--- 5 READS          |          43 WRITES 
--- 3 READS          |          69 WRITES 
--- 5 READS          |          71 WRITES 
--- 4 READS          |          35 WRITES 
--- 5 READS          |          13 WRITES 
--- 5 READS          |          67 WRITES 
--- 6 READS          |          61 WRITES 
--- 6 READS          |          21 WRITES 
--- 5 READS          |          27 WRITES 
--- 6 READS          |          11 WRITES 
--- 6 READS          |          31 WRITES 
--- 5 READS          |          43 WRITES 
--- 6 READS          |          11 WRITES 
--- 5 READS          |          43 WRITES 
--- 4 READS          |          26 WRITES 
--- 5 READS          |          67 WRITES 
--- 4 READS          |          55 WRITES 
--- 4 READS          |          35 WRITES 
--- 5 READS          |          57 WRITES 
--- 5 READS          |          57 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          33 WRITES 
--- 2 READS          |          59 WRITES 
--- 5 READS          |          73 WRITES 
--- 5 READS          |          73 WRITES 
--- 4 READS          |          5 WRITES 
--- 5 READS          |          73 WRITES 
--- 5 READS          |          23 WRITES 
--- 4 READS          |          35 WRITES 
--- 3 READS          |          29 WRITES 
--- 3 READS          |          29 WRITES 
--- 2 READS          |          19 WRITES 
--- 6 READS          |          41 WRITES 
--- 5 READS          |          13 WRITES 
--- 6 READS          |          69 WRITES 
--- 4 READS          |          45 WRITES 
--- 3 READS          |          69 WRITES 
--- 4 READS          |          75 WRITES 
--- 4 READS          |          45 WRITES 
--- 1 READS          |          39 WRITES 
--- 5 READS          |          77 WRITES 
--- 5 READS          |          37 WRITES 
--- 6 READS          |          21 WRITES 
--- 1 READS          |          39 WRITES 
--- 5 READS          |          3 WRITES 
--- 5 READS          |          63 WRITES 
--- 6 READS          |          71 WRITES 
--- 4 READS          |          65 WRITES 
--- 3 READS          |          49 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          25 WRITES 
--- 3 READS          |          29 WRITES 
--- 6 READS          |          61 WRITES 
--- 5 READS          |          23 WRITES 
--- 6 READS          |          51 WRITES 
--- 5 READS          |          67 WRITES 
--- 1 READS          |          39 WRITES 
--- 6 READS          |          61 WRITES 
--- 3 READS          |          9 WRITES 
--- 3 READS          |          49 WRITES 
--- 5 READS          |          37 WRITES 
--- 4 READS          |          45 WRITES 
--- 6 READS          |          41 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          25 WRITES 
--- 5 READS          |          53 WRITES 
--- 1 READS          |          39 WRITES 
--- 5 READS          |          75 WRITES 
--- 6 READS          |          21 WRITES 
--- 6 READS          |          41 WRITES 
--- 6 READS          |          61 WRITES 
--- 2 READS          |          59 WRITES 
--- 3 READS          |          9 WRITES 
--- 3 READS          |          49 WRITES 
--- 6 READS          |          41 WRITES 
--- 5 READS          |          13 WRITES 
--- 6 READS          |          71 WRITES 
--- 4 READS          |          35 WRITES 
--- 5 READS          |          67 WRITES 
--- 5 READS          |          37 WRITES 
--- 2 READS          |          19 WRITES 
--- 6 READS          |          1 WRITES 
--- 5 READS          |          7 WRITES 
--- 5 READS          |          44 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          75 WRITES 
--- 4 READS          |          67 WRITES 
--- 6 READS          |          23 WRITES 
--- 1 READS          |          41 WRITES 
--- 6 READS          |          7 WRITES 
--- 5 READS          |          69 WRITES 
--- 4 READS          |          17 WRITES 
--- 3 READS          |          51 WRITES 
--- 4 READS          |          27 WRITES 
--- 6 READS          |          33 WRITES 
--- 3 READS          |          31 WRITES 
--- 5 READS          |          69 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          29 WRITES 
--- 4 READS          |          37 WRITES 
--- 5 READS          |          3 WRITES 
--- 5 READS          |          25 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          25 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          55 WRITES 
--- 5 READS          |          35 WRITES 
--- 5 READS          |          59 WRITES 
--- 5 READS          |          3 WRITES 
--- 4 READS          |          5 WRITES 
--- 5 READS          |          19 WRITES 
--- 6 READS          |          33 WRITES 
--- 6 READS          |          23 WRITES 
--- 5 READS          |          59 WRITES 
--- 2 READS          |          21 WRITES 
--- 4 READS          |          17 WRITES 
--- 2 READS          |          21 WRITES 
--- 5 READS          |          45 WRITES 
--- 6 READS          |          33 WRITES 
--- 3 READS          |          71 WRITES 
--- 6 READS          |          1 WRITES 
--- 4 READS          |          47 WRITES 
--- 4 READS          |          37 WRITES 
--- 4 READS          |          37 WRITES 
--- 5 READS          |          25 WRITES 
--- 5 READS          |          35 WRITES 
--- 5 READS          |          15 WRITES 
--- 5 READS          |          19 WRITES 
--- 5 READS          |          59 WRITES 
--- 6 READS          |          23 WRITES 
--- 5 READS          |          79 WRITES 
--- 4 READS          |          17 WRITES 
--- 6 READS          |          63 WRITES 
--- 5 READS          |          3 WRITES 
--- 4 READS          |          47 WRITES 
--- 3 READS          |          31 WRITES 
--- 5 READS          |          45 WRITES 
--- 4 READS          |          27 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          65 WRITES 
--- 6 READS          |          7 WRITES 
--- 6 READS          |          43 WRITES 
--- 4 READS          |          77 WRITES 
--- 5 READS          |          25 WRITES 
--- 6 READS          |          53 WRITES 
--- 2 READS          |          21 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          3 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          47 WRITES 
--- 4 READS          |          67 WRITES 
--- 4 READS          |          57 WRITES 
--- 5 READS          |          46 WRITES 
--- 5 READS          |          51 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          69 WRITES 
--- 5 READS          |          9 WRITES 
--- 4 READS          |          47 WRITES 
--- 5 READS          |          71 WRITES 
--- 5 READS          |          15 WRITES 
--- 4 READS          |          47 WRITES 
--- 6 READS          |          49 WRITES 
--- 3 READS          |          53 WRITES 
--- 5 READS          |          71 WRITES 
--- 5 READS          |          71 WRITES 
--- 6 READS          |          43 WRITES 
--- 5 READS          |          61 WRITES 
--- 5 READS          |          69 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          5 WRITES 
--- 5 READS          |          15 WRITES 
--- 6 READS          |          75 WRITES 
--- 3 READS          |          31 WRITES 
--- 6 READS          |          13 WRITES 
--- 5 READS          |          39 WRITES 
--- 4 READS          |          47 WRITES 
--- 4 READS          |          79 WRITES 
--- 6 READS          |          33 WRITES 
--- 2 READS          |          21 WRITES 
--- 4 READS          |          37 WRITES 
--- 2 READS          |          63 WRITES 
--- 5 READS          |          39 WRITES 
--- 3 READS          |          53 WRITES 
--- 5 READS          |          35 WRITES 
--- 5 READS          |          57 WRITES 
--- 6 READS          |          75 WRITES 
--- 5 READS          |          9 WRITES 
--- 6 READS          |          23 WRITES 
--- 2 READS          |          21 WRITES 
--- 3 READS          |          53 WRITES 
--- 5 READS          |          45 WRITES 
--- 3 READS          |          31 WRITES 
--- 6 READS          |          55 WRITES 
--- 4 READS          |          47 WRITES 
--- 6 READS          |          13 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          61 WRITES 
--- 6 READS          |          13 WRITES 
--- 5 READS          |          35 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          33 WRITES 
--- 4 READS          |          69 WRITES 
--- 2 READS          |          21 WRITES 
--- 5 READS          |          29 WRITES 
--- 5 READS          |          51 WRITES 
--- 3 READS          |          73 WRITES 
--- 5 READS          |          45 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          33 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          35 WRITES 
--- 5 READS          |          15 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          19 WRITES 
--- 2 READS          |          21 WRITES 
--- 1 READS          |          41 WRITES 
--- 5 READS          |          61 WRITES 
--- 4 READS          |          69 WRITES 
--- 4 READS          |          79 WRITES 
--- 3 READS          |          53 WRITES 
--- 5 READS          |          29 WRITES 
--- 5 READS          |          51 WRITES 
--- 5 READS          |          82 WRITES 
--- 5 READS          |          69 WRITES 
--- 4 READS          |          49 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          73 WRITES 
--- 5 READS          |          83 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          63 WRITES 
--- 4 READS          |          5 WRITES 
--- 6 READS          |          1 WRITES 
--- 5 READS          |          15 WRITES 
--- 5 READS          |          19 WRITES 
--- 5 READS          |          15 WRITES 
--- 5 READS          |          47 WRITES 
--- 5 READS          |          69 WRITES 
--- 1 READS          |          43 WRITES 
--- 5 READS          |          63 WRITES 
--- 4 READS          |          81 WRITES 
--- 5 READS          |          15 WRITES 
--- 5 READS          |          15 WRITES 
--- 4 READS          |          81 WRITES 
--- 4 READS          |          27 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          69 WRITES 
--- 5 READS          |          73 WRITES 
--- 5 READS          |          41 WRITES 
--- 5 READS          |          19 WRITES 
--- 2 READS          |          21 WRITES 
--- 4 READS          |          81 WRITES 
--- 3 READS          |          33 WRITES 
--- 4 READS          |          17 WRITES 
--- 3 READS          |          75 WRITES 
--- 5 READS          |          59 WRITES 
--- 4 READS          |          81 WRITES 
--- 5 READS          |          41 WRITES 
--- 5 READS          |          37 WRITES 
--- 6 READS          |          29 WRITES 
--- 6 READS          |          77 WRITES 
--- 5 READS          |          41 WRITES 
--- 5 READS          |          47 WRITES 
--- 3 READS          |          55 WRITES 
--- 6 READS          |          67 WRITES 
--- 4 READS          |          61 WRITES 
--- 2 READS          |          65 WRITES 
--- 1 READS          |          43 WRITES 
--- 6 READS          |          67 WRITES 
--- 5 READS          |          37 WRITES 
--- 5 READS          |          47 WRITES 
--- 4 READS          |          49 WRITES 
--- 6 READS          |          67 WRITES 
--- 5 READS          |          47 WRITES 
--- 1 READS          |          43 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          79 WRITES 
--- 6 READS          |          23 WRITES 
--- 5 READS          |          59 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          47 WRITES 
--- 5 READS          |          3 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          47 WRITES 
--- 5 READS          |          59 WRITES 
--- 4 READS          |          61 WRITES 
--- 4 READS          |          61 WRITES 
--- 5 READS          |          31 WRITES 
--- 6 READS          |          45 WRITES 
--- 5 READS          |          37 WRITES 
--- 6 READS          |          23 WRITES 
--- 4 READS          |          17 WRITES 
--- 2 READS          |          21 WRITES 
--- 3 READS          |          34 WRITES 
--- 4 READS          |          39 WRITES 
--- 5 READS          |          85 WRITES 
--- 6 READS          |          51 WRITES 
--- 5 READS          |          69 WRITES 
--- 4 READS          |          83 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          51 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          7 WRITES 
--- 6 READS          |          51 WRITES 
--- 4 READS          |          49 WRITES 
--- 6 READS          |          35 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          15 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          63 WRITES 
--- 4 READS          |          83 WRITES 
--- 6 READS          |          7 WRITES 
--- 5 READS          |          19 WRITES 
--- 6 READS          |          29 WRITES 
--- 4 READS          |          83 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          51 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          11 WRITES 
--- 2 READS          |          21 WRITES 
--- 3 READS          |          55 WRITES 
--- 5 READS          |          59 WRITES 
--- 5 READS          |          75 WRITES 
--- 6 READS          |          35 WRITES 
--- 2 READS          |          21 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          61 WRITES 
--- 4 READS          |          5 WRITES 
--- 5 READS          |          19 WRITES 
--- 5 READS          |          69 WRITES 
--- 4 READS          |          5 WRITES 
--- 6 READS          |          29 WRITES 
--- 6 READS          |          57 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          83 WRITES 
--- 5 READS          |          37 WRITES 
--- 3 READS          |          55 WRITES 
--- 4 READS          |          83 WRITES 
--- 6 READS          |          7 WRITES 
--- 6 READS          |          73 WRITES 
--- 6 READS          |          29 WRITES 
--- 6 READS          |          73 WRITES 
--- 5 READS          |          75 WRITES 
--- 6 READS          |          51 WRITES 
--- 6 READS          |          45 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          1 WRITES 
--- 6 READS          |          57 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          51 WRITES 
--- 5 READS          |          19 WRITES 
--- 5 READS          |          37 WRITES 
--- 6 READS          |          45 WRITES 
--- 6 READS          |          57 WRITES 
--- 5 READS          |          63 WRITES 
--- 6 READS          |          1 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          27 WRITES 
--- 4 READS          |          83 WRITES 
--- 6 READS          |          79 WRITES 
--- 4 READS          |          39 WRITES 
--- 5 READS          |          48 WRITES 
--- 4 READS          |          29 WRITES 
--- 6 READS          |          47 WRITES 
--- 5 READS          |          21 WRITES 
--- 4 READS          |          63 WRITES 
--- 5 READS          |          61 WRITES 
--- 4 READS          |          29 WRITES 
--- 6 READS          |          31 WRITES 
--- 3 READS          |          79 WRITES 
--- 5 READS          |          65 WRITES 
--- 4 READS          |          85 WRITES 
--- 3 READS          |          79 WRITES 
--- 5 READS          |          65 WRITES 
--- 2 READS          |          23 WRITES 
--- 6 READS          |          53 WRITES 
--- 6 READS          |          7 WRITES 
--- 4 READS          |          29 WRITES 
--- 6 READS          |          69 WRITES 
--- 6 READS          |          37 WRITES 
--- 4 READS          |          41 WRITES 
--- 6 READS          |          7 WRITES 
--- 6 READS          |          37 WRITES 
--- 5 READS          |          33 WRITES 
--- 5 READS          |          55 WRITES 
--- 6 READS          |          1 WRITES 
--- 4 READS          |          51 WRITES 
--- 6 READS          |          47 WRITES 
--- 5 READS          |          77 WRITES 
--- 4 READS          |          17 WRITES 
--- 3 READS          |          57 WRITES 
--- 5 READS          |          21 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          55 WRITES 
--- 6 READS          |          81 WRITES 
--- 5 READS          |          83 WRITES 
--- 5 READS          |          77 WRITES 
--- 2 READS          |          67 WRITES 
--- 6 READS          |          75 WRITES 
--- 6 READS          |          47 WRITES 
--- 4 READS          |          51 WRITES 
--- 6 READS          |          25 WRITES 
--- 5 READS          |          27 WRITES 
--- 2 READS          |          23 WRITES 
--- 5 READS          |          83 WRITES 
--- 6 READS          |          53 WRITES 
--- 4 READS          |          29 WRITES 
--- 5 READS          |          55 WRITES 
--- 5 READS          |          55 WRITES 
--- 6 READS          |          1 WRITES 
--- 6 READS          |          31 WRITES 
--- 5 READS          |          39 WRITES 
--- 5 READS          |          21 WRITES 
--- 5 READS          |          77 WRITES 
--- 6 READS          |          7 WRITES 
--- 5 READS          |          55 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          53 WRITES 
--- 5 READS          |          27 WRITES 
--- 5 READS          |          9 WRITES 
--- 6 READS          |          75 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          49 WRITES 
--- 5 READS          |          77 WRITES 
--- 6 READS          |          53 WRITES 
--- 6 READS          |          81 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          28 WRITES 
--- 6 READS          |          7 WRITES 
--- 6 READS          |          77 WRITES 
--- 5 READS          |          85 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          71 WRITES 
--- 5 READS          |          27 WRITES 
--- 3 READS          |          57 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          67 WRITES 
--- 5 READS          |          43 WRITES 
--- 4 READS          |          5 WRITES 
--- 6 READS          |          77 WRITES 
--- 5 READS          |          49 WRITES 
--- 3 READS          |          35 WRITES 
--- 4 READS          |          5 WRITES 
--- 6 READS          |          1 WRITES 
--- 6 READS          |          31 WRITES 
--- 6 READS          |          13 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          63 WRITES 
--- 4 READS          |          41 WRITES 
--- 6 READS          |          25 WRITES 
--- 6 READS          |          53 WRITES 
--- 3 READS          |          35 WRITES 
--- 4 READS          |          17 WRITES 
--- 1 READS          |          45 WRITES 
--- 6 READS          |          63 WRITES 
--- 5 READS          |          79 WRITES 
--- 3 READS          |          81 WRITES 
--- 5 READS          |          27 WRITES 
--- 6 READS          |          31 WRITES 
--- 5 READS          |          61 WRITES 
--- 6 READS          |          53 WRITES 
--- 6 READS          |          77 WRITES 
--- 4 READS          |          17 WRITES 
--- 6 READS          |          13 WRITES 
--- 5 READS          |          15 WRITES 
--- 6 READS          |          65 WRITES 
--- 6 READS          |          7 WRITES 
--- 2 READS          |          23 WRITES 
--- 5 READS          |          15 WRITES 
--- 6 READS          |          37 WRITES 
--- 4 READS          |          87 WRITES 
--- 5 READS          |          27 WRITES 
--- 5 READS          |          79 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          35 WRITES 
--- 4 READS          |          51 WRITES 
--- 3 READS          |          11 WRITES 
--- 6 READS          |          25 WRITES 
--- 3 READS          |          35 WRITES 
--- 6 READS          |          13 WRITES 
--- 2 READS          |          23 WRITES 
--- 3 READS          |          35 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          79 WRITES 
--- 4 READS          |          29 WRITES 
--- 6 READS          |          71 WRITES 
--- 6 READS          |          83 WRITES 
--- 5 READS          |          3 WRITES 
--- 3 READS          |          81 WRITES 
--- 6 READS          |          65 WRITES 
--- 5 READS          |          43 WRITES 
--- 6 READS          |          53 WRITES 
--- 3 READS          |          11 WRITES 
--- 5 READS          |          55 WRITES 
--- 5 READS          |          43 WRITES 
--- 2 READS          |          69 WRITES 
--- 4 READS          |          63 WRITES 
--- 3 READS          |          82 WRITES 
--- 3 READS          |          35 WRITES 
--- 6 READS          |          31 WRITES 
--- 4 READS          |          89 WRITES 
--- 4 READS          |          65 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          3 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          65 WRITES 
--- 4 READS          |          41 WRITES 
--- 5 READS          |          57 WRITES 
--- 5 READS          |          21 WRITES 
--- 4 READS          |          89 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          43 WRITES 
--- 5 READS          |          39 WRITES 
--- 3 READS          |          83 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          41 WRITES 
--- 6 READS          |          13 WRITES 
--- 4 READS          |          5 WRITES 
--- 6 READS          |          7 WRITES 
--- 5 READS          |          27 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          55 WRITES 
--- 6 READS          |          19 WRITES 
--- 6 READS          |          13 WRITES 
--- 6 READS          |          85 WRITES 
--- 3 READS          |          83 WRITES 
--- 5 READS          |          33 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          7 WRITES 
--- 5 READS          |          81 WRITES 
--- 5 READS          |          21 WRITES 
--- 5 READS          |          33 WRITES 
--- 6 READS          |          85 WRITES 
--- 5 READS          |          69 WRITES 
--- 6 READS          |          85 WRITES 
--- 2 READS          |          23 WRITES 
--- 6 READS          |          43 WRITES 
--- 3 READS          |          83 WRITES 
--- 4 READS          |          53 WRITES 
--- 4 READS          |          29 WRITES 
--- 5 READS          |          27 WRITES 
--- 6 READS          |          37 WRITES 
--- 5 READS          |          91 WRITES 
--- 4 READS          |          89 WRITES 
--- 6 READS          |          85 WRITES 
--- 5 READS          |          51 WRITES 
--- 4 READS          |          41 WRITES 
--- 4 READS          |          89 WRITES 
--- 4 READS          |          77 WRITES 
--- 4 READS          |          29 WRITES 
--- 6 READS          |          1 WRITES 
--- 5 READS          |          91 WRITES 
--- 3 READS          |          83 WRITES 
--- 3 READS          |          35 WRITES 
--- 6 READS          |          73 WRITES 
--- 5 READS          |          21 WRITES 
--- 6 READS          |          73 WRITES 
--- 5 READS          |          9 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          89 WRITES 
--- 4 READS          |          65 WRITES 
--- 5 READS          |          3 WRITES 
--- 5 READS          |          57 WRITES 
--- 6 READS          |          13 WRITES 
--- 5 READS          |          57 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          57 WRITES 
--- 5 READS          |          28 WRITES 
--- 5 READS          |          39 WRITES 
--- 5 READS          |          9 WRITES 
--- 5 READS          |          45 WRITES 
--- 1 READS          |          47 WRITES 
--- 6 READS          |          85 WRITES 
--- 6 READS          |          91 WRITES 
--- 5 READS          |          51 WRITES 
--- 6 READS          |          25 WRITES 
--- 4 READS          |          41 WRITES 
--- 6 READS          |          49 WRITES 
--- 1 READS          |          47 WRITES 
--- 6 READS          |          31 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          45 WRITES 
--- 4 READS          |          17 WRITES 
--- 6 READS          |          19 WRITES 
--- 3 READS          |          35 WRITES 
--- 6 READS          |          49 WRITES 
--- 6 READS          |          55 WRITES 
--- 6 READS          |          43 WRITES 
--- 5 READS          |          57 WRITES 
--- 5 READS          |          3 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          91 WRITES 
--- 5 READS          |          15 WRITES 
--- 3 READS          |          11 WRITES 
--- 6 READS          |          61 WRITES 
--- 5 READS          |          87 WRITES 
--- 5 READS          |          39 WRITES 
--- 5 READS          |          33 WRITES 
--- 1 READS          |          47 WRITES 
--- 6 READS          |          55 WRITES 
--- 5 READS          |          15 WRITES 
--- 4 READS          |          17 WRITES 
--- 6 READS          |          19 WRITES 
--- 4 READS          |          53 WRITES 
--- 5 READS          |          57 WRITES 
--- 4 READS          |          65 WRITES 
--- 5 READS          |          33 WRITES 
--- 4 READS          |          17 WRITES 
--- 5 READS          |          39 WRITES 
--- 5 READS          |          93 WRITES 
--- 6 READS          |          37 WRITES 
--- 4 READS          |          53 WRITES 
--- 4 READS          |          5 WRITES 
--- 1 READS          |          47 WRITES 
--- 5 READS          |          15 WRITES 
--- 5 READS          |          21 WRITES 
--- 4 READS          |          65 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          55 WRITES 
--- 2 READS          |          23 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          65 WRITES 
--- 6 READS          |          31 WRITES 
--- 6 READS          |          31 WRITES 
--- 6 READS          |          61 WRITES 
--- 6 READS          |          73 WRITES 
--- 6 READS          |          85 WRITES 
--- 6 READS          |          7 WRITES 
--- 5 READS          |          45 WRITES 
--- 2 READS          |          71 WRITES 
--- 6 READS          |          31 WRITES 
--- 4 READS          |          41 WRITES 
--- 4 READS          |          53 WRITES 
--- 5 READS          |          27 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          41 WRITES 
--- 4 READS          |          89 WRITES 
--- 5 READS          |          28 WRITES 
--- 5 READS          |          95 WRITES 
--- 3 READS          |          85 WRITES 
--- 4 READS          |          55 WRITES 
--- 6 READS          |          39 WRITES 
--- 3 READS          |          37 WRITES 
--- 6 READS          |          27 WRITES 
--- 3 READS          |          13 WRITES 
--- 3 READS          |          85 WRITES 
--- 5 READS          |          47 WRITES 
--- 4 READS          |          79 WRITES 
--- 4 READS          |          67 WRITES 
--- 2 READS          |          25 WRITES 
--- 6 READS          |          93 WRITES 
--- 6 READS          |          45 WRITES 
--- 5 READS          |          11 WRITES 
--- 6 READS          |          45 WRITES 
--- 3 READS          |          61 WRITES 
--- 6 READS          |          39 WRITES 
--- 6 READS          |          87 WRITES 
--- 5 READS          |          17 WRITES 
--- 4 READS          |          19 WRITES 
--- 4 READS          |          19 WRITES 
--- 6 READS          |          93 WRITES 
--- 1 READS          |          49 WRITES 
--- 5 READS          |          77 WRITES 
--- 2 READS          |          73 WRITES 
--- 6 READS          |          21 WRITES 
--- 3 READS          |          85 WRITES 
--- 3 READS          |          37 WRITES 
--- 5 READS          |          59 WRITES 
--- 2 READS          |          25 WRITES 
--- 6 READS          |          45 WRITES 
--- 6 READS          |          69 WRITES 
--- 6 READS          |          39 WRITES 
--- 6 READS          |          27 WRITES 
